,date,user,text,result
15,2020/3/13 20:49,adriansalter315,RT @adriansalter315: What would you do if a fantasy world suddenly merged with the Earth?,What would fantasy world suddenly merged with Earth
16,2020/3/13 20:49,Frannina,Hi. In those days I am gonna post old pics. You choose travel before concerts. So,those days gonna post pics choose travel before concerts
17,2020/3/13 20:49,TPbuzz,Buzz銉撱儑銈銇銇汇倱銇ㄣ伀绋笺亽銈嬶紒,Buzz
18,2020/3/13 20:50,areitapoloseng,Royal Caribbean &amp; Celebrity Cruise Ship with Zip Seal Tags https://t.co/OA8csRlJTK,Royal Caribbean Celebrity Cruise Ship with Seal Tags
19,2020/3/13 20:50,Rachel62771,I take a thorough care of my body. I am constantly massaged up. In other words I cherish it #Akron  #sexsexsexvideo #adventure #interracial https://t.co/YfKxSs81bA,take thorough care body constantly massaged other words cherish #Akron #sexsexsexvideo #adventure #interracial
20,2020/3/13 20:50,derbyshireprom1,RT @hoggnorton: #HappyFriday What an #exciting #weekend we鈥檝e got coming up!! 2 #vegan #events #cathedralsquarepeterborough and #derbymarke鈥,#HappyFriday What #exciting #weekend coming #vegan #events #cathedralsquarepeterborough #derbymarke
21,2020/3/13 20:50,kendamajackson,#銈銉笺儓 #銈銉笺儓銉銉笺偗 #鏃ユ湰鐢 #art #artwork #crazy 鏈夊悕銇鏃ユ湰鐢汇倰... https://t.co/S1MyNp7Teq,#art #artwork #crazy
22,2020/3/13 20:50,PaSa_PaSHa,#create #design #ismailkocaman #eeg #yumurta #haribo #jelibon #night #tropikal #canon #delicius #pineapple #bear #esince #crazy #photographer #light # @ Istanbul,#create #design #ismailkocaman #eeg #yumurta #haribo #jelibon #night #tropikal #canon #delicius #pineapple #bear #esince #crazy #photographer #light Istanbul
23,2020/3/13 20:51,CAASBREY,RT @MillieThom: Sons of Kings Books 1- 3 ,Sons Kings Books
24,2020/3/13 20:51,anandakohtao,Boom! It's that time of year on Koh Tao,Boom that time year
25,2020/3/13 20:51,derbyshireprom1,RT @CosmetizeUK: Bring in the weekend the way a celebrity would,Bring weekend celebrity would
26,2020/3/13 20:51,DraxDrayo,Some #screenshots from my last #streaming of   #ResidentEvil2Remake on my #PS4 on #twitch,Some #screenshots from last #streaming #ResidentEvil Remake #twitch
27,2020/3/13 20:51,barbiesway,RT @JohnRosePutnam: 鉂圝OAQUIN鉂 ,OAQUIN
28,2020/3/13 20:51,justmyra18,Looks like my niece and nephews get an extra week of Spring Break. #NoSchool #ExtraSpringBreak #Crazy,Looks like niece nephews extra week Spring Break #NoSchool #ExtraSpringBreak #Crazy
29,2020/3/13 20:52,Nogarudo,"RT @MemesDnd: ""We'll do XP the the end of the session""",session
30,2020/3/13 20:52,MMM_lyrics_b,never never never never know know,never never never never know know
31,2020/3/13 20:52,HaworthBrontes,RT @DrumDrumwriter: English teacher enjoying Heathcliff: The Lost Years,English teacher enjoying Heathcliff Lost Years
32,2020/3/13 20:53,RaulAngel_7,RT @MemesDnd: Welcome to Planet Doom.,Welcome Planet Doom
33,2020/3/13 20:53,MsEllanDawn,Amidst the #covid19 chaos,Amidst #covid chaos
34,2020/3/13 20:53,Christi83813982,RT @MaryJoe38642126: .@RepSamGraves ,
35,2020/3/13 20:53,duchessofreadin,RT @hawaiisavings: Want to #travel,Want #travel
36,2020/3/13 20:54,stevenpbragg,I'll compare it to if you could do without a wasp sting. You wouldn't want that sooooooo you didn't miss anything. Its more of him trying to congratulate himself. Also VP was stuck in his rectum. #Crazy,compare could without wasp sting wouldn want that sooooooo didn miss anything more trying congratulate himself Also stuck rectum #Crazy
37,2020/3/13 20:54,TrailerThrifty,Lovely Alberta! 鉂わ笍鉂わ笍鉂わ笍,Lovely Alberta
38,2020/3/13 20:54,rawbase81,Buzz,Buzz
39,2020/3/13 20:54,mymoseyapp,When you preparing for a holiday 馃槀,When preparing holiday
40,2020/3/13 20:54,derbyshireprom1,RT @CosmetizeUK: With so many colours to choose from let a lipsticks light up your friday!,With many colours choose from lipsticks light your friday
41,2020/3/13 20:54,IvanaTucakSt,#amwritingfiction #microfiction #amreading #writing #FridayMotivation #FridayFeeling #drama #thrillers #suspense #adventure ,#amwritingfiction #microfiction #amreading #writing #FridayMotivation #FridayFeeling #drama #thrillers #suspense #adventure
42,2020/3/13 20:54,VerdeGre,RT @MemesDnd: Welcome to Planet Doom.,Welcome Planet Doom
43,2020/3/13 20:55,JacqMaraisPhoto,RT @JacqMaraisPhoto: Missing my #GVBfix 馃彏锔忦煉,Missing #GVBfix
44,2020/3/13 20:55,MerchiSport,RT @merchijuniors: Putting on the final touches - the end of an exciting day! Hello from the top of the dome! @MerchiTennisA @MerchiSport #鈥,Putting final touches exciting Hello from dome
45,2020/3/13 20:55,NHL_RedWings1,#NHL #Buzz: Detroit Red Wings Stereo Earbuds with Handsfree Mic Mizco Brand NHL Licensed https://t.co/QNd6QAHF3k https://t.co/LkFGXpFzbi,#NHL #Buzz Detroit Wings Stereo Earbuds with Handsfree Mizco Brand Licensed
46,2020/3/13 20:55,workout_66,Its Sad Ending 馃悆,Ending
47,2020/3/13 20:56,broadreachltd,RT @merchijuniors: Putting on the final touches - the end of an exciting day! Hello from the top of the dome! @MerchiTennisA @MerchiSport #鈥,Putting final touches exciting Hello from dome
48,2020/3/13 20:56,KrisCarter,Refining the process from scribble to thumbnail to inks #Nik about to knock a muthah out #DHGM #Aetherpunk #Adventure https://t.co/TZTmXvIKxT,Refining process from scribble thumbnail inks #Nik about knock muthah #DHGM #Aetherpunk #Adventure
49,2020/3/13 20:56,QueenCrappie,In the depth of winter,depth winter
50,2020/3/13 20:57,Sympan24,The latest chapter of One piece was freaking awesome. Luffy,latest chapter piece freaking awesome Luffy
51,2020/3/13 20:57,DELIV_AUTO,https://t.co/Jb41b1awkq庐锔忦焽馃嚨馃殬馃敟馃敐,
52,2020/3/13 20:57,DennisHazelwood,The greatest adventure is what lies ahead.   #sky #clouds #sunset #sunsets #shadow #silhouette #tree #wood #outdoors #nature #naturelovers #night #dark #explorepage #explore #adventure #hiking #hike #hunting #hunt鈥 https://t.co/uLj7MG2hak,greatest adventure what lies ahead #sky #clouds #sunset #sunsets #shadow #silhouette #tree #wood #outdoors #nature #naturelovers #night #dark #explorepage #explore #adventure #hiking #hike #hunting #hunt
53,2020/3/13 20:57,Sim_Dice,#crazy group #SDRoll #nexar (1d20) (7) #nexar  total 7,#crazy group #SDRoll #nexar #nexar total
54,2020/3/13 20:57,Fukofuka95,We literally live in a time where someone can be ugly as hell but if they have fire pictures with good angles on Ig,literally live time where someone ugly hell they have fire pictures with good angles
55,2020/3/13 20:57,AuthorCharles,Get two #greatreads for your #Kindle,#greatreads your #Kindle
56,2020/3/13 20:58,howarths63,RT @chrisderrick1: There was an abundance of wild,There abundance wild
